Manufacturer,Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Intel,Core i3-9350K,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,"Apr 23rd, 2019"
Intel,Core i3-9350KF,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,"Jan 8th, 2019"
Intel,Core i5-9400F,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,"Jan 8th, 2019"
Intel,Core i5-9500F,Coffee Lake,6,3 to 4.4 GHz,Socket 1151,14 nm,9MB,65 W,"Apr 23rd, 2019"
Intel,Core i5-9600KF,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14 nm,9MB,95 W,"Jan 8th, 2019"
Intel,Core i7-9700,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,"Apr 23rd, 2019"
Intel,Core i7-9700F,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,"Apr 23rd, 2019"
Intel,Core i7-9700KF,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14 nm,12MB,95 W,"Jan 8th, 2019"
Intel,Core i9-10900X,Cascade Lake-X,10 / 20,3.7 to 4.7 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Intel,Core i9-10920X,Cascade Lake-X,12 / 24,3.5 to 4.8 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Intel,Core i9-10940X,Cascade Lake-X,14 / 28,3.3 to 4.8 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Intel,Core i9-10980XE,Cascade Lake-X,18 / 36,3 to 4.8 GHz,Socket 2066,14 nm,24.75MB,165 W,"Oct 19th, 2019"
Intel,Core i9-9900,Coffee Lake-R,8 / 16,3.1 to 5 GHz,Socket 1151,14 nm,16MB,65 W,"Apr 23rd, 2019"
Intel,Core i9-9900KF,Coffee Lake-R,8 / 16,3.6 to 5 GHz,Socket 1151,14 nm,16MB,95 W,"Jan 8th, 2019"
Intel,Core i9-9900KS,Coffee Lake-R,8 / 16,4 to 5 GHz,Socket 1151,14 nm,16MB,127 W,"Oct 28th, 2019"
Intel,Pentium Gold G5620,Coffee Lake,2 / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,"Feb 20th, 2019"
Intel,Xeon Platinum 9221,Cascade Lake-AP,32 / 64,2.1 to 3.7 GHz,BGA 5903,14 nm,71.5MB,250 W,"Apr 2nd, 2019"
Intel,Xeon Platinum 9222,Cascade Lake-AP,32 / 64,2.3 to 3.7 GHz,BGA 5903,14 nm,71.5MB,250 W,"Apr 2nd, 2019"
Intel,Xeon Platinum 9242,Cascade Lake-AP,48 / 96,2.3 to 3.8 GHz,BGA 5903,14 nm,71.5MB,350 W,"Apr 2nd, 2019"
Intel,Xeon Platinum 9282,Cascade Lake-AP,56 / 112,2.6 to 3.8 GHz,BGA 5903,14 nm,77MB,400 W,"Apr 2nd, 2019"
AMD,Athlon Gold 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 21st, 2020"
AMD,Athlon Gold 3150GE,Dali,4,3.5 to 3.8 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
AMD,Athlon Gold PRO 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 21st, 2020"
AMD,Athlon Gold PRO 3150GE,Dali,4,3.5 to 3.8 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
